co2	temp	humidity
584	24.6	44.33
584	24.64	44.4
584	24.6	44.39
584	24.61	44.35
584	24.61	44.34
584	24.62	44.36
584	24.62	44.39
584	24.58	44.41
584	24.6	44.39
584	24.61	44.41
584	24.61	44.44
584	24.62	44.39
584	24.61	44.4
584	24.6	44.4
584	24.61	44.44
584	24.61	44.42
584	24.61	44.4
584	24.6	44.38
584	24.61	44.39
584	24.62	44.41
584	24.62	44.44
584	24.61	44.39
584	24.61	44.38
584	24.6	44.41
584	24.61	44.36
584	24.6	44.41
584	24.61	44.38
584	24.6	44.37
584	24.61	44.44
584	24.58	44.41
584	24.61	44.36
584	24.6	44.42
584	24.62	44.43
584	24.6	44.39
584	24.6	44.5
584	24.61	44.47
584	24.61	44.39
584	24.62	44.46
584	24.6	44.43
584	24.6	44.46
584	24.61	44.45
584	24.61	44.47
584	24.6	44.48
584	24.58	44.52
584	24.58	44.56
584	24.61	44.51
584	24.6	44.46
584	24.6	44.47
584	24.62	44.51
584	24.61	44.48
584	24.6	44.48
584	24.6	44.48
584	24.6	44.47
584	24.61	44.47
584	24.61	44.46
584	24.6	44.46
584	24.6	44.45
584	24.61	44.47
584	24.62	44.5
584	24.61	44.47
584	24.61	44.47
584	24.61	44.47
584	24.6	44.47
584	24.61	44.48
584	24.6	44.45
584	24.6	44.46
584	24.61	44.51
584	24.58	44.45
584	24.6	44.48
584	24.62	44.51
584	24.6	44.48
584	24.6	44.5
584	24.6	44.48
584	24.61	44.46
584	24.62	44.47
584	24.62	44.5
584	24.61	44.52
584	24.62	44.51
584	24.6	44.54
584	24.58	44.53
584	24.6	44.54
584	24.58	44.54
584	24.61	44.54
584	24.6	44.56
584	24.6	44.52
584	24.6	44.61
584	24.61	44.62
584	24.61	44.65
584	24.6	44.65
584	24.58	44.66
584	24.61	44.62
584	24.6	44.62
584	24.61	44.64
584	24.6	44.64
584	24.61	44.65
584	24.62	44.68
584	24.61	44.65
584	24.6	44.68
584	24.61	44.64
584	24.61	44.63
584	24.6	44.64
584	24.58	44.67
584	24.61	44.7
584	24.58	44.67
584	24.61	44.65
584	24.6	44.63
584	24.61	44.69
584	24.61	44.64
584	24.61	44.65
584	24.6	44.69
584	24.61	44.7
584	24.61	44.68
584	24.58	44.75
584	24.61	44.71
584	24.61	44.71
584	24.61	44.75
584	24.61	44.78
584	24.6	44.73
584	24.62	44.74
584	24.6	44.77
584	24.62	44.78
584	24.6	44.78
584	24.62	44.8
584	24.58	44.78
584	24.6	44.79
584	24.61	44.76
584	24.61	44.74
584	24.62	44.83
584	24.6	44.75
584	24.61	44.75
584	24.6	44.75
584	24.6	44.81
584	24.6	44.78
584	24.61	44.82
584	24.62	44.79
584	24.61	44.84
584	24.6	44.8
584	24.61	44.8
584	24.61	44.8
584	24.6	44.81
584	24.58	44.85
584	24.6	44.81
584	24.64	44.84
584	24.6	44.79
584	24.61	44.79
584	24.61	44.79
584	24.6	44.8
584	24.6	44.82
584	24.64	44.79
584	24.61	44.84
584	24.6	44.85
584	24.61	44.86
584	24.62	44.89
584	24.61	44.87
584	24.62	44.87
584	24.61	44.85
584	24.61	44.85
584	24.61	44.88
584	24.6	44.87
584	24.61	44.85
584	24.61	44.86
584	24.6	44.89
584	24.61	44.86
584	24.61	44.83
584	24.61	44.82
584	24.61	44.85
584	24.61	44.81
584	24.6	44.85
584	24.58	44.88
584	24.62	44.95
584	24.6	44.86
584	24.61	44.9
584	24.61	44.93
584	24.6	44.92
584	24.61	44.91
584	24.61	44.91
584	24.58	44.95
584	24.58	44.91
584	24.6	44.92
584	24.6	44.91
584	24.6	44.96
584	24.58	44.9
584	24.6	44.93
584	24.61	44.92
584	24.58	44.91
584	24.6	44.91
584	24.61	44.92
584	24.6	44.92
584	24.61	44.94
584	24.6	44.91
584	24.6	44.91
584	24.6	44.92
584	24.6	44.93
584	24.6	44.92
584	24.6	44.92
584	24.6	44.96
584	24.62	44.96
584	24.6	44.91
584	24.6	44.95
584	24.6	44.96
584	24.6	44.95
584	24.58	44.97
584	24.61	44.91
584	24.6	44.96
584	24.6	44.96
584	24.61	45.0
584	24.61	45.0
584	24.61	44.97
584	24.6	45.0
584	24.61	44.99
584	24.58	44.96
584	24.61	44.99
584	24.61	45.0
584	24.61	45.02
584	24.62	44.97
584	24.58	44.97
584	24.61	44.94
584	24.6	44.96
584	24.58	44.99
584	24.6	44.96
584	24.58	44.94
584	24.61	45.0
584	24.6	45.0
584	24.57	44.98
584	24.61	44.99
584	24.58	45.01
584	24.6	45.0
584	24.6	45.03
584	24.57	45.03
584	24.61	45.03
584	24.58	45.04
584	24.58	45.0
584	24.58	45.02
584	24.58	45.03
584	24.57	45.0
584	24.6	45.03
584	24.57	45.0
584	24.58	45.02
584	24.6	45.02
584	24.6	45.04
584	24.57	44.98
584	24.58	45.04
584	24.6	45.0
584	24.57	45.03
584	24.57	44.97
584	24.58	45.02
584	24.6	45.0
584	24.6	45.03
584	24.6	45.03
584	24.58	45.02
584	24.6	45.04
584	24.58	45.02
584	24.58	45.03
584	24.6	45.04
584	24.58	45.02
584	24.58	45.05
584	24.57	45.04
584	24.58	45.03
584	24.58	45.03
584	24.58	45.05
584	24.58	45.03
584	24.58	45.04
584	24.6	45.0
584	24.57	45.05
584	24.58	45.01
584	24.6	45.05
584	24.57	45.04
584	24.58	45.03
584	24.58	45.03
584	24.55	45.04
584	24.57	45.08
584	24.58	45.03
584	24.61	45.04
584	24.58	45.04
584	24.57	45.02
584	24.57	45.04
584	24.6	45.05
584	24.6	45.04
584	24.61	45.08
584	24.58	45.05
584	24.58	45.08
584	24.58	45.08
584	24.57	45.08
584	24.61	45.02
584	24.55	45.04
584	24.58	45.03
584	24.61	45.03
584	24.58	45.08
584	24.55	45.05
584	24.58	45.05
584	24.58	45.08
584	24.57	45.05
584	24.58	45.02
584	24.57	45.04
584	24.57	45.04
584	24.58	45.03
584	24.58	45.07
584	24.57	45.03
584	24.58	45.09
584	24.58	45.05
584	24.58	45.08
584	24.6	45.03
584	24.57	45.09
584	24.6	45.08
584	24.58	45.07
584	24.57	45.08
584	24.58	45.05
584	24.57	45.07
584	24.57	45.1
584	24.57	45.05
584	24.57	45.1
584	24.57	45.09
584	24.58	45.09
584	24.55	45.09
584	24.57	45.1
584	24.57	45.05
584	24.55	45.09
584	24.58	45.1
584	24.58	45.11
584	24.57	45.12
584	24.57	45.09
584	24.58	45.1
584	24.57	45.12
584	24.54	45.12
584	24.57	45.13
584	24.57	45.15
584	24.55	45.13
584	24.55	45.1
584	24.57	45.16
584	24.58	45.11
584	24.55	45.13
584	24.55	45.17
584	24.57	45.19
584	24.58	45.17
584	24.57	45.15
584	24.58	45.16
584	24.57	45.13
584	24.57	45.11
584	24.55	45.14
584	24.55	45.13
584	24.57	45.17
584	24.55	45.16
584	24.57	45.12
584	24.55	45.15
584	24.55	45.16
584	24.55	45.18
584	24.57	45.17
584	24.55	45.15
584	24.54	45.16
584	24.54	45.2
584	24.57	45.17
584	24.57	45.2
584	24.57	45.14
584	24.57	45.16
584	24.55	45.2
584	24.57	45.15
584	24.54	45.17
584	24.55	45.19
584	24.57	45.2
584	24.55	45.17
584	24.55	45.16
584	24.57	45.21
584	24.55	45.16
584	24.57	45.12
584	24.58	45.16
584	24.55	45.17
584	24.57	45.18
584	24.58	45.18
584	24.57	45.2
584	24.57	45.17
584	24.57	45.19
584	24.57	45.18
584	24.57	45.2
584	24.57	45.17
584	24.55	45.19
584	24.57	45.2
584	24.57	45.18
584	24.54	45.21
584	24.57	45.18
584	24.55	45.15
584	24.55	45.18
584	24.55	45.22
584	24.55	45.21
584	24.58	45.19
584	24.57	45.18
584	24.54	45.2
584	24.58	45.18
584	24.54	45.22
584	24.57	45.18
584	24.57	45.23
584	24.55	45.22
584	24.55	45.23
584	24.57	45.19
584	24.57	45.22
584	24.57	45.26
584	24.54	45.24
584	24.57	45.24
584	24.57	45.23
584	24.57	45.27
584	24.57	45.29
584	24.55	45.27
584	24.54	45.24
584	24.58	45.24
584	24.55	45.27
584	24.55	45.21
584	24.58	45.14
584	24.55	45.18
584	24.53	45.2
584	24.55	45.2
584	24.55	45.21
584	24.55	45.17
584	24.55	45.14
584	24.55	45.17
584	24.54	45.21
584	24.57	45.18
584	24.54	45.18
584	24.55	45.21
584	24.57	45.14
584	24.55	45.17
584	24.57	45.15
584	24.55	45.17
584	24.54	45.13
584	24.54	45.11
584	24.53	45.13
584	24.55	45.11
584	24.54	45.12
584	24.57	45.11
584	24.55	45.14
584	24.54	45.1
584	24.55	45.11
584	24.55	45.14
584	24.54	45.16
584	24.53	45.14
584	24.53	45.13
584	24.54	45.12
584	24.54	45.12
584	24.53	45.13
584	24.53	45.17
584	24.53	45.17
584	24.53	45.19
584	24.53	45.2
584	24.55	45.18
584	24.54	45.16
584	24.51	45.2
584	24.53	45.17
584	24.53	45.2
584	24.51	45.21
584	24.5	45.18
584	24.53	45.19
584	24.54	45.18
584	24.53	45.22
584	24.51	45.2
584	24.51	45.25
584	24.51	45.18
584	24.53	45.25
584	24.5	45.25
584	24.51	45.22
584	24.5	45.24
584	24.53	45.24
584	24.48	45.25
584	24.5	45.25
584	24.5	45.24
584	24.5	45.25
584	24.5	45.27
584	24.5	45.29
584	24.5	45.29
584	24.5	45.3
584	24.5	45.29
584	24.5	45.33
584	24.5	45.29
584	24.51	45.28
584	24.5	45.29
584	24.5	45.39
584	24.48	45.46
584	24.48	45.51
584	24.48	45.45
584	24.51	45.51
584	24.48	45.48
584	24.48	45.46
584	24.47	45.45
584	24.48	45.47
584	24.47	45.48
584	24.47	45.48
584	24.48	45.47
584	24.46	45.43
584	24.46	45.45
584	24.44	45.44
584	24.46	45.5
584	24.46	45.47
584	24.44	45.49
584	24.47	45.48
584	24.46	45.48
584	24.46	45.46
584	24.46	45.52
584	24.46	45.5
584	24.46	45.53
584	24.44	45.53
584	24.46	45.56
584	24.43	45.53
584	24.46	45.57
584	24.44	45.59
584	24.43	45.61
584	24.46	45.64
584	24.46	45.65
584	24.46	45.65
584	24.43	45.63
584	24.43	45.62
584	24.46	45.6
584	24.46	45.63
584	24.47	45.64
584	24.46	45.61
584	24.46	45.6
584	24.43	45.62
584	24.44	45.64
584	24.44	45.64
584	24.43	45.65
584	24.44	45.63
584	24.44	45.64
584	24.43	45.63
584	24.44	45.64
584	24.46	45.66
584	24.46	45.66
584	24.44	45.7
584	24.44	45.63
584	24.44	45.67
584	24.46	45.67
584	24.46	45.67
584	24.46	45.64
584	24.44	45.67
584	24.43	45.63
584	24.46	45.61
584	24.47	45.65
584	24.47	45.67
584	24.44	45.68
584	24.46	45.68
584	24.44	45.71
584	24.46	45.73
584	24.46	45.71
584	24.46	45.72
584	24.43	45.68
584	24.46	45.65
584	24.46	45.7
584	24.47	45.71
584	24.47	45.71
584	24.47	45.71
584	24.47	45.71
584	24.44	45.71
584	24.46	45.7
584	24.47	45.7
584	24.47	45.72
584	24.48	45.72
584	24.46	45.69
584	24.47	45.72
584	24.47	45.74
584	24.5	45.72
584	24.46	45.68
584	24.48	45.73
584	24.48	45.74
584	24.48	45.73
584	24.48	45.7
584	24.46	45.68
584	24.47	45.71
584	24.47	45.72
584	24.48	45.69
584	24.48	45.73
584	24.47	45.72
584	24.48	45.7
584	24.48	45.75
584	24.5	45.69
584	24.5	45.76
584	24.51	45.79
584	24.48	45.75
584	24.47	45.75
584	24.47	45.73
584	24.47	45.68
584	24.48	45.71
584	24.48	45.71
584	24.48	45.74
584	24.47	45.72
584	24.46	45.75
584	24.48	45.76
584	24.47	45.75
584	24.5	45.78
584	24.47	45.75
584	24.5	45.81
584	24.48	45.82
584	24.48	45.82
584	24.5	45.8
584	24.47	45.76
584	24.48	45.82
584	24.47	45.8
584	24.48	45.85
584	24.47	45.84
584	24.48	45.83
584	24.47	45.84
584	24.47	45.85
584	24.48	45.87
584	24.48	45.91
584	24.48	45.87
584	24.47	45.9
584	24.5	45.89
584	24.47	45.89
584	24.48	45.85
584	24.48	45.88
584	24.48	45.89
584	24.47	45.91
584	24.5	45.9
584	24.5	45.88
584	24.48	45.86
584	24.46	45.9
584	24.48	46.0
584	24.48	46.17
584	24.5	46.18
584	24.5	46.12
584	24.5	46.08
584	24.5	46.07
584	24.51	46.04
584	24.51	46.06
584	24.5	46.07
584	24.51	46.1
584	24.51	46.12
584	24.51	46.11
584	24.51	46.09
584	24.51	46.15
584	24.48	46.09
584	24.5	46.1
584	24.5	46.09
584	24.48	46.03
584	24.5	46.01
584	24.5	46.05
584	24.53	46.0
584	24.48	46.09
584	24.5	46.09
584	24.51	46.08
584	24.51	46.11
584	24.51	46.16
584	24.51	46.16
584	24.5	46.18
584	24.51	46.17
584	24.51	46.2
584	24.53	46.2
584	24.5	46.18
584	24.53	46.2
584	24.51	46.27
584	24.5	46.26
584	24.51	46.22
584	24.51	46.18
584	24.5	46.2
584	24.51	46.21
584	24.51	46.22
584	24.5	46.18
584	24.5	46.17
584	24.53	46.25
584	24.51	46.23
584	24.5	46.21
584	24.53	46.32
584	24.51	46.38
584	24.51	46.35
584	24.5	46.36
584	24.5	46.34
584	24.51	46.35
584	24.5	46.31
584	24.53	46.31
584	24.51	46.39
584	24.51	46.37
584	24.5	46.34
584	24.5	46.39
584	24.5	46.45
584	24.48	46.4
584	24.5	46.39
584	24.5	46.39
584	24.51	46.46
584	24.48	46.46
584	24.5	46.41
584	24.5	46.41
584	24.5	46.39
584	24.5	46.33
584	24.48	46.34
584	24.51	46.36
584	24.51	46.4
584	24.51	46.43
584	24.5	46.4
584	24.47	46.42
584	24.51	46.42
584	24.5	46.42
584	24.48	46.41
584	24.48	46.43
584	24.5	46.41
584	24.51	46.38
584	24.48	46.43
584	24.48	46.4
584	24.5	46.4
584	24.5	46.42
584	24.47	46.5
584	24.51	46.44
584	24.48	46.52
584	24.51	46.44
584	24.48	46.45
584	24.51	46.47
584	24.5	46.44
584	24.5	46.5
584	24.5	46.45
584	24.48	46.45
584	24.5	46.44
584	24.5	46.45
584	24.48	46.41
584	24.5	46.4
584	24.5	46.51
584	24.48	46.5
584	24.51	46.48
584	24.51	46.56
584	24.48	46.54
584	24.54	46.53
584	24.51	46.54
584	24.5	46.51
584	24.5	46.56
584	24.5	46.58
584	24.51	46.57
584	24.51	46.55
584	24.51	46.54
584	24.48	46.52
584	24.5	46.47
584	24.51	46.5
584	24.51	46.52
584	24.51	46.52
584	24.51	46.56
584	24.48	46.54
584	24.5	46.57
584	24.5	46.52
584	24.51	46.57
584	24.5	46.56
584	24.53	46.51
584	24.51	46.57
584	24.48	46.51
584	24.51	46.58
584	24.53	46.65
584	24.53	46.64
584	24.5	46.61
584	24.51	46.65
584	24.51	46.6
584	24.51	46.62
584	24.51	46.59
584	24.51	46.58
584	24.51	46.61
584	24.51	46.61
584	24.5	46.58
584	24.5	46.62
584	24.5	46.64
584	24.51	46.65
584	24.5	46.64
584	24.5	46.62
584	24.5	46.61
584	24.51	46.57
584	24.54	46.63
584	24.51	46.59
584	24.51	46.61
584	24.53	46.65
584	24.51	46.64
584	24.5	46.65
584	24.54	46.65
584	24.51	46.66
584	24.51	46.62
584	24.51	46.6
584	24.53	46.62
584	24.54	46.59
584	24.53	46.65
584	24.53	46.58
584	24.5	46.58
584	24.51	46.62
584	24.51	46.66
584	24.54	46.62
584	24.51	46.62
584	24.53	46.66
584	24.53	46.72
584	24.55	46.69
584	24.51	46.68
584	24.51	46.76
584	24.5	46.71
584	24.51	46.74
584	24.5	46.73
584	24.54	46.73
584	24.51	46.73
584	24.51	46.68
584	24.53	46.69
584	24.53	46.65
584	24.53	46.72
584	24.51	46.71
584	24.53	46.69
584	24.53	46.7
584	24.53	46.69
584	24.51	46.72
584	24.51	46.72
584	24.5	46.73
584	24.53	46.74
584	24.53	46.7
584	24.51	46.78
584	24.53	46.85
584	24.53	46.89
584	24.53	46.91
584	24.53	46.88
584	24.53	46.88
584	24.51	46.85
584	24.53	46.82
584	24.53	46.79
584	24.53	46.83
584	24.53	46.88
584	24.51	46.94
584	24.51	46.91
584	24.54	46.9
584	24.55	46.89
584	24.53	46.95
584	24.51	47.0
584	24.54	46.99
584	24.53	46.93
584	24.54	46.97
584	24.53	46.9
584	24.54	46.94
584	24.54	46.89
584	24.51	46.82
584	24.53	46.83
584	24.53	46.84
584	24.53	46.79
584	24.53	46.84
584	24.53	46.79
584	24.53	46.83
584	24.53	46.9
584	24.51	46.96
584	24.53	46.94
584	24.53	46.97
584	24.54	47.06
584	24.53	47.08
584	24.53	47.07
584	24.54	47.1
584	24.54	47.04
584	24.55	47.05
584	24.54	47.0
584	24.53	47.03
584	24.55	47.14
584	24.51	47.13
584	24.54	47.12
584	24.54	47.05
584	24.55	47.1
584	24.54	47.1
584	24.51	47.1
584	24.53	47.08
584	24.54	47.08
584	24.54	47.0
584	24.55	47.01
584	24.54	47.04
584	24.54	47.08
584	24.54	47.04
584	24.55	47.06
584	24.53	47.06
584	24.54	47.06
584	24.51	47.06
584	24.51	47.06
584	24.54	47.15
584	24.51	47.12
584	24.54	47.14
584	24.53	47.12
584	24.55	47.16
584	24.51	47.15
584	24.54	47.12
584	24.53	47.14
584	24.54	47.12
584	24.54	47.18
584	24.54	47.18
584	24.54	47.23
584	24.54	47.18
584	24.53	47.17
584	24.53	47.17
584	24.54	47.22
584	24.55	47.31
584	24.53	47.31
584	24.54	47.39
584	24.53	47.27
584	24.55	47.21
584	24.54	47.22
584	24.55	47.17
584	24.54	47.18
584	24.57	47.18
584	24.55	47.22
584	24.55	47.23
584	24.55	47.17
584	24.55	47.19
584	24.55	47.24
584	24.54	47.29
584	24.54	47.28
584	24.55	47.29
584	24.55	47.32
584	24.57	47.34
584	24.58	47.39
584	24.55	47.44
584	24.54	47.41
584	24.55	47.45
584	24.57	47.51
584	24.55	47.55
584	24.55	47.67
584	24.55	47.77
584	24.54	47.94
584	24.54	48.09
584	24.57	48.12
584	24.57	48.26
584	24.57	48.22
584	24.55	48.3
584	24.54	48.31
584	24.54	48.43
584	24.55	48.64
584	24.55	48.85
584	24.53	48.96
584	24.54	49.26
584	24.55	49.45
584	24.55	50.64
584	24.53	51.42
584	24.54	51.12
584	24.55	50.45
584	24.55	49.93
584	24.54	49.73
584	24.55	49.73
584	24.55	49.88
584	24.57	50.0
584	24.55	49.93
584	24.55	50.1
584	24.57	50.34
584	24.57	50.28
584	24.55	50.3
584	24.55	50.32
584	24.55	50.34
584	24.54	50.38
584	24.55	50.48
584	24.57	50.52
584	24.55	50.55
584	24.61	50.63
584	24.57	50.61
584	24.57	50.81
584	24.55	50.66
584	24.58	51.09
584	24.57	51.31
584	24.58	51.01
584	24.55	50.98
584	24.55	50.88
584	24.57	50.88
584	24.58	50.98
584	24.57	51.04
584	24.58	51.2
584	24.58	51.27
584	24.61	51.5
584	24.58	51.43
584	24.6	52.43
584	24.6	53.33
584	24.6	53.59
584	24.6	53.36
584	24.61	53.06
584	24.61	52.89
584	24.61	52.99
584	24.61	52.95
584	24.61	52.83
584	24.6	52.77
584	24.61	52.86
584	24.61	52.77
584	24.64	52.7
584	24.61	52.7
584	24.61	52.79
584	24.6	52.76
584	24.61	52.73
584	24.62	52.79
584	24.62	52.98
584	24.61	53.08
584	24.62	53.22
584	24.61	53.28
584	24.61	53.21
584	24.64	53.27
584	24.62	53.33
584	24.62	53.51
584	24.62	53.35
584	24.64	52.98
584	24.62	53.01
584	24.64	53.11
584	24.61	53.65
584	24.65	53.81
584	24.65	53.63
584	24.64	53.46
584	24.62	53.46
584	24.62	53.48
584	24.65	53.41
584	24.64	53.32
584	24.64	53.35
584	24.62	53.32
584	24.64	53.33
584	24.64	53.32
584	24.64	53.14
584	24.62	53.13
584	24.67	53.3
584	24.64	53.36
584	24.65	53.38
584	24.64	53.32
584	24.64	53.46
584	24.65	53.42
584	24.65	53.42
584	24.65	53.34
584	24.65	53.28
584	24.64	53.19
584	24.64	53.17
584	24.67	53.23
584	24.64	53.44
584	24.64	53.41
584	24.64	53.36
584	24.64	53.4
584	24.67	53.5
584	24.65	53.6
584	24.64	53.62
584	24.65	53.59
584	24.65	53.55
584	24.65	53.5
584	24.65	53.59
584	24.64	53.53
584	24.64	53.5
584	24.65	53.51
584	24.65	53.47
584	24.65	53.49
584	24.65	53.6
584	24.65	53.6
584	24.65	53.49
584	24.64	53.53
584	24.64	53.63
584	24.64	53.63
584	24.62	53.64
584	24.64	53.68
584	24.65	53.7
584	24.67	53.66
584	24.64	53.75
584	24.65	53.83
584	24.62	53.72
584	24.65	53.68
584	24.65	53.75
584	24.62	53.77
584	24.62	53.76
584	24.64	53.68
584	24.65	53.74
584	24.65	53.7
584	24.65	53.57
584	24.65	53.57
584	24.67	53.6
584	24.65	53.58
584	24.65	53.53
584	24.65	53.42
584	24.64	53.25
584	24.67	53.12
584	24.64	53.18
584	24.67	53.33
584	24.67	53.44
584	24.67	53.45
584	24.67	53.3
584	24.64	53.2
584	24.65	53.16
584	24.67	53.26
584	24.65	53.4
584	24.67	53.41
584	24.64	53.4
584	24.65	53.38
584	24.65	53.27
584	24.67	53.18
584	24.62	53.21
584	24.65	53.13
584	24.64	53.06
584	24.67	53.07
584	24.64	53.05
584	24.65	52.96
584	24.65	52.92
584	24.65	52.88
584	24.65	52.87
584	24.64	52.96
584	24.65	52.99
584	24.65	53.02
584	24.67	53.07
584	24.67	53.02
584	24.65	53.01
584	24.67	52.95
584	24.64	52.95
584	24.7	52.94
584	24.65	53.01
584	24.68	52.93
584	24.67	52.88
584	24.68	52.81
584	24.7	52.86
584	24.7	52.83
584	24.65	52.72
584	24.67	52.65
584	24.67	52.62
584	24.65	52.65
584	24.68	52.67
584	24.68	52.63
584	24.68	52.65
584	24.68	52.67
584	24.68	52.78
584	24.68	52.73
584	24.68	52.79
584	24.68	52.91
584	24.7	52.82
584	24.7	52.76
584	24.71	52.69
584	24.7	52.72
584	24.68	52.76
584	24.65	52.76
584	24.67	52.79
584	24.7	52.87
584	24.7	52.87
584	24.68	52.93
584	24.68	52.91
584	24.67	52.89
584	24.67	52.78
584	24.68	52.85
584	24.68	52.85
584	24.7	52.84
584	24.67	52.77
584	24.68	52.78
584	24.7	52.76
584	24.68	52.82
584	24.68	52.84
584	24.7	52.83
584	24.68	52.78
584	24.67	52.84
584	24.68	52.81
584	24.68	52.81
584	24.67	52.73
584	24.67	52.73
584	24.7	52.7
584	24.68	52.75
584	24.7	52.77
584	24.67	52.74
584	24.68	52.75
584	24.68	52.72
584	24.68	52.78
584	24.67	52.72
584	24.7	52.72
584	24.67	52.73
584	24.67	52.67
584	24.67	52.65
584	24.68	52.63
584	24.65	52.65
584	24.67	52.67
584	24.67	52.61
584	24.64	52.64
584	24.65	52.63
584	24.67	52.57
584	24.67	52.58
584	24.67	52.58
584	24.65	52.6
584	24.67	52.58
584	24.68	52.6
584	24.68	52.62
584	24.67	52.58
584	24.67	52.54
584	24.65	52.56
584	24.68	52.54
584	24.65	52.5
584	24.67	52.49
584	24.65	52.5
584	24.67	52.45
584	24.65	52.4
584	24.67	52.4
584	24.67	52.34
584	24.67	52.36
584	24.67	52.33
584	24.65	52.35
584	24.65	52.32
584	24.64	52.35
584	24.67	52.24
584	24.65	52.26
584	24.67	52.24
584	24.64	52.23
584	24.67	52.25
584	24.65	52.21
584	24.67	52.23
584	24.65	52.22
584	24.67	52.23
584	24.67	52.19
584	24.65	52.11
584	24.68	52.05
584	24.65	52.13
584	24.65	52.14
584	24.62	52.13
584	24.64	52.08
584	24.67	52.08
584	24.67	52.04
584	24.64	52.02
584	24.65	52.05
584	24.65	52.05
584	24.67	51.99
584	24.65	52.05
584	24.64	52.03
584	24.64	52.07
584	24.64	52.07
584	24.65	52.05
584	24.64	52.04
584	24.65	52.01
584	24.62	52.03
584	24.62	52.04
584	24.62	52.01
584	24.62	52.0
584	24.65	51.98
584	24.62	52.0
584	24.65	51.94
584	24.65	51.97
584	24.64	51.97
584	24.67	51.98
584	24.65	51.98
584	24.64	51.94
584	24.64	51.97
584	24.65	51.99
584	24.65	51.99
584	24.65	51.97
584	24.64	51.98
584	24.67	51.95
584	24.64	51.91
584	24.68	51.86
584	24.64	51.87
584	24.64	51.87
584	24.64	51.91
584	24.65	51.89
584	24.67	51.89
584	24.67	51.88
584	24.64	51.86
584	24.64	51.86
584	24.64	51.87
584	24.67	51.89
584	24.64	51.91
584	24.67	51.89
584	24.64	51.87
584	24.64	51.83
584	24.65	51.8
584	24.64	51.72
584	24.64	51.7
584	24.64	51.68
584	24.64	51.55
584	24.62	51.52
584	24.64	51.56
584	24.65	51.56
584	24.64	51.59
584	24.62	51.66
584	24.65	51.69
584	24.67	51.64
584	24.67	51.63
584	24.65	51.72
584	24.65	51.65
584	24.64	51.64
584	24.65	51.62
584	24.64	51.56
584	24.64	51.56
584	24.65	51.54
584	24.68	51.56
584	24.67	51.51
584	24.67	51.53
584	24.65	51.57
584	24.67	51.56
584	24.67	51.56
584	24.65	51.53
584	24.64	51.52
584	24.65	51.48
584	24.68	51.52
584	24.68	51.48
584	24.67	51.48
584	24.7	51.45
584	24.65	51.43
584	24.65	51.46
584	24.67	51.46
584	24.67	51.49
584	24.67	51.42
584	24.65	51.43
584	24.67	51.52
584	24.65	51.56
584	24.68	51.58
584	24.68	51.54
584	24.68	51.63
584	24.67	51.63
584	24.65	51.69
584	24.64	51.63
584	24.65	51.82
584	24.65	51.89
584	24.64	52.05
584	24.65	52.1
584	24.65	52.16
584	24.68	52.15
584	24.68	52.16
584	24.68	52.2
584	24.65	52.23
584	24.68	52.46
584	24.67	52.54
584	24.67	52.64
584	24.67	52.8
584	24.67	52.92
584	24.68	53.01
584	24.67	53.22
584	24.67	53.21
584	24.65	53.35
584	24.68	53.63
584	24.65	53.91
584	24.65	54.05
584	24.65	54.28
584	24.68	54.24
584	24.67	54.24
584	24.65	54.46
584	24.67	54.64
584	24.65	54.57
584	24.68	54.63
584	24.7	54.64
584	24.67	54.67
584	24.68	54.76
584	24.67	54.85
584	24.7	54.85
584	24.68	54.98
584	24.68	55.0
584	24.67	55.04
584	24.67	55.09
584	24.68	55.23
584	24.68	55.13
584	24.68	55.21
584	24.68	55.22
584	24.71	55.11
584	24.67	55.09
584	24.67	54.85
584	24.68	54.7
584	24.67	54.7
584	24.67	54.79
584	24.67	54.76
584	24.68	54.78
584	24.7	54.64
584	24.68	54.51
584	24.68	54.34
584	24.7	54.16
584	24.68	54.02
584	24.7	54.03
584	24.68	54.12
584	24.7	54.16
584	24.7	54.27
584	24.68	54.49
584	24.68	54.45
584	24.7	54.53
584	24.68	54.75
584	24.71	55.0
584	24.68	54.92
584	24.68	55.25
584	24.71	55.48
584	24.67	55.65
584	24.68	55.72
584	24.68	55.95
584	24.7	56.07
584	24.71	56.24
584	24.68	56.32
584	24.71	56.3
584	24.67	56.25
584	24.68	56.13
584	24.71	56.22
584	24.71	56.17
584	24.7	56.2
584	24.7	56.09
584	24.68	56.03
584	24.7	55.99
584	24.68	56.05
584	24.7	56.05
584	24.68	55.98
584	24.7	55.98
584	24.71	55.89
584	24.68	55.79
584	24.71	55.75
584	24.68	55.59
584	24.7	55.62
584	24.7	55.59
584	24.71	55.55
584	24.68	55.47
584	24.68	55.39
584	24.7	55.32
584	24.68	55.3
584	24.68	55.35
584	24.71	55.29
584	24.68	55.32
584	24.7	55.28
584	24.7	55.29
584	24.71	55.28
584	24.68	55.27
584	24.7	55.2
584	24.68	55.16
584	24.7	55.18
584	24.72	55.12
584	24.7	55.1
584	24.71	55.04
584	24.67	55.0
584	24.71	54.93
584	24.71	54.89
584	24.7	54.84
584	24.7	54.86
584	24.71	54.81
584	24.68	54.83
584	24.68	54.86
584	24.68	54.83
584	24.68	54.82
584	24.7	54.79
584	24.7	54.81
584	24.68	54.74
